Timestamp,Flex_Value,Accel_X,Accel_Y,Accel_Z,Stability,Intensity,Direction,Rep_Count
15:44:30,132.1,0.032,-0.535,-0.051,0.290,0.0041,STILL,2
15:44:30,131.6,0.037,-0.539,-0.054,0.294,0.0065,STILL,2
15:44:30,131.5,0.041,-0.542,-0.057,0.298,0.0068,STILL,2
15:44:30,131.1,0.046,-0.545,-0.059,0.303,0.0066,STILL,2
15:44:30,131.1,0.051,-0.549,-0.057,0.307,0.0056,STILL,2
15:44:30,132.0,0.053,-0.549,-0.056,0.308,0.0032,STILL,2
15:44:30,134.5,0.057,-0.549,-0.054,0.308,0.0042,STILL,2
15:44:30,134.8,0.061,-0.548,-0.051,0.307,0.0046,STILL,2
15:44:30,134.9,0.064,-0.546,-0.051,0.305,0.0039,STILL,2
15:44:30,136.3,0.065,-0.544,-0.053,0.303,0.0032,STILL,2
15:44:30,136.4,0.064,-0.542,-0.055,0.301,0.0029,STILL,2
15:44:31,135.9,0.062,-0.542,-0.057,0.301,0.0033,STILL,2
15:44:31,136.3,0.060,-0.549,-0.062,0.308,0.0077,STILL,2
15:44:31,136.9,0.057,-0.557,-0.066,0.318,0.0100,STILL,2
15:44:31,136.7,0.057,-0.566,-0.069,0.328,0.0092,STILL,2
15:44:31,136.9,0.065,-0.571,-0.071,0.336,0.0097,STILL,2
15:44:31,135.7,0.072,-0.577,-0.069,0.343,0.0096,STILL,2
15:44:31,136.5,0.075,-0.582,-0.066,0.349,0.0066,STILL,2
15:44:31,136.1,0.074,-0.582,-0.062,0.348,0.0045,STILL,2
15:44:31,134.4,0.068,-0.580,-0.059,0.345,0.0067,STILL,2
15:44:31,134.3,0.061,-0.579,-0.060,0.342,0.0078,STILL,2
15:44:31,134.1,0.048,-0.575,-0.061,0.336,0.0133,LEFT,2
15:44:31,133.0,0.036,-0.570,-0.062,0.330,0.0130,LEFT,2
15:44:31,134.5,0.028,-0.567,-0.066,0.327,0.0087,STILL,2
15:44:31,132.7,0.022,-0.568,-0.070,0.328,0.0081,STILL,2
15:44:31,133.2,0.017,-0.572,-0.077,0.333,0.0088,STILL,2
15:44:31,133.7,0.013,-0.574,-0.084,0.337,0.0085,STILL,2
15:44:31,133.5,0.008,-0.580,-0.090,0.344,0.0098,STILL,2
15:44:31,132.9,-0.003,-0.585,-0.094,0.351,0.0125,LEFT,2
15:44:31,130.7,-0.014,-0.590,-0.092,0.357,0.0127,LEFT,2
15:44:31,130.7,-0.026,-0.594,-0.090,0.362,0.0125,LEFT,2
15:44:31,130.4,-0.033,-0.598,-0.089,0.367,0.0082,STILL,2
15:44:31,131.1,-0.028,-0.601,-0.093,0.371,0.0073,STILL,2
15:44:31,130.0,-0.022,-0.603,-0.108,0.376,0.0158,DOWN,2
15:44:31,130.7,-0.019,-0.602,-0.120,0.377,0.0130,DOWN,2
15:44:31,131.8,-0.021,-0.600,-0.130,0.377,0.0097,STILL,2
15:44:31,133.4,-0.023,-0.599,-0.134,0.377,0.0052,STILL,2
15:44:31,132.2,-0.020,-0.597,-0.138,0.375,0.0048,STILL,2
15:44:31,128.9,-0.015,-0.595,-0.142,0.374,0.0063,STILL,2
15:44:31,127.3,-0.012,-0.596,-0.146,0.377,0.0057,STILL,2
15:44:31,129.0,-0.013,-0.594,-0.149,0.375,0.0039,STILL,2
15:44:31,130.6,-0.024,-0.584,-0.151,0.365,0.0153,LEFT,2
15:44:31,129.9,-0.037,-0.576,-0.157,0.358,0.0162,LEFT,2
15:44:31,130.2,-0.060,-0.578,-0.166,0.365,0.0239,LEFT,2
15:44:31,128.9,-0.083,-0.579,-0.165,0.369,0.0239,LEFT,2
15:44:31,130.4,-0.105,-0.574,-0.159,0.365,0.0231,LEFT,2
15:44:31,130.6,-0.116,-0.566,-0.150,0.356,0.0166,LEFT,2
15:44:31,131.2,-0.117,-0.554,-0.138,0.340,0.0167,FORWARD,2
15:44:31,128.7,-0.096,-0.542,-0.129,0.319,0.0264,RIGHT,2
15:44:31,128.4,-0.071,-0.536,-0.123,0.307,0.0260,RIGHT,2
15:44:31,128.8,-0.060,-0.532,-0.120,0.301,0.0116,RIGHT,2
15:44:31,127.1,-0.062,-0.528,-0.126,0.298,0.0067,STILL,2
15:44:31,127.5,-0.078,-0.521,-0.131,0.294,0.0183,LEFT,2
15:44:31,129.2,-0.091,-0.512,-0.132,0.288,0.0163,LEFT,2
15:44:31,128.4,-0.101,-0.500,-0.130,0.277,0.0155,FORWARD,2
15:44:31,126.5,-0.107,-0.490,-0.128,0.268,0.0116,FORWARD,2
15:44:31,125.9,-0.107,-0.480,-0.127,0.258,0.0103,FORWARD,2
15:44:31,122.9,-0.106,-0.468,-0.128,0.247,0.0119,FORWARD,2
15:44:31,123.8,-0.101,-0.456,-0.131,0.235,0.0135,FORWARD,2
15:44:31,124.1,-0.088,-0.447,-0.133,0.226,0.0155,RIGHT,2
15:44:31,123.6,-0.073,-0.442,-0.132,0.218,0.0159,RIGHT,2
15:44:31,122.5,-0.062,-0.437,-0.130,0.212,0.0124,RIGHT,2
15:44:31,123.0,-0.056,-0.431,-0.130,0.206,0.0083,STILL,2
15:44:31,122.6,-0.057,-0.431,-0.130,0.206,0.0015,STILL,2
15:44:31,121.5,-0.064,-0.438,-0.135,0.214,0.0105,LEFT,2
15:44:31,121.9,-0.082,-0.445,-0.140,0.224,0.0203,LEFT,2
15:44:31,122.9,-0.098,-0.452,-0.142,0.234,0.0175,LEFT,2
15:44:31,123.9,-0.098,-0.458,-0.141,0.239,0.0064,STILL,2
15:44:31,124.0,-0.093,-0.464,-0.139,0.243,0.0081,STILL,2
15:44:31,123.2,-0.089,-0.470,-0.142,0.249,0.0081,STILL,2
15:44:31,123.1,-0.084,-0.479,-0.150,0.259,0.0131,BACK,2
15:44:31,124.6,-0.083,-0.472,-0.159,0.255,0.0109,DOWN,2
15:44:31,123.7,-0.092,-0.466,-0.163,0.252,0.0110,LEFT,2
15:44:31,124.4,-0.093,-0.469,-0.162,0.255,0.0032,STILL,2
15:44:31,125.8,-0.098,-0.473,-0.162,0.260,0.0067,STILL,2
15:44:31,126.0,-0.107,-0.478,-0.169,0.268,0.0113,LEFT,2
15:44:31,124.7,-0.116,-0.482,-0.176,0.276,0.0123,LEFT,2
15:44:31,122.9,-0.117,-0.488,-0.171,0.281,0.0084,STILL,2
15:44:31,123.6,-0.107,-0.497,-0.165,0.285,0.0142,RIGHT,2
15:44:31,122.2,-0.099,-0.501,-0.160,0.287,0.0104,RIGHT,2
15:44:31,122.6,-0.095,-0.499,-0.159,0.283,0.0043,STILL,2
15:44:32,122.8,-0.098,-0.492,-0.154,0.276,0.0086,STILL,2
15:44:32,122.1,-0.102,-0.477,-0.144,0.258,0.0195,FORWARD,2
15:44:32,122.4,-0.105,-0.461,-0.137,0.242,0.0172,FORWARD,2
15:44:32,121.8,-0.107,-0.441,-0.143,0.226,0.0216,FORWARD,2
15:44:32,119.6,-0.110,-0.424,-0.149,0.214,0.0179,FORWARD,2
15:44:32,121.6,-0.109,-0.428,-0.149,0.217,0.0047,STILL,2
15:44:32,122.9,-0.106,-0.429,-0.145,0.216,0.0052,STILL,2
15:44:32,124.2,-0.105,-0.441,-0.142,0.226,0.0117,BACK,2
15:44:32,124.6,-0.101,-0.451,-0.135,0.232,0.0134,BACK,2
15:44:32,124.5,-0.098,-0.457,-0.128,0.235,0.0102,UP,2
15:44:32,123.5,-0.102,-0.459,-0.123,0.237,0.0062,STILL,2
15:44:32,123.3,-0.110,-0.460,-0.126,0.239,0.0080,STILL,2
15:44:32,125.8,-0.118,-0.459,-0.129,0.242,0.0084,STILL,2
15:44:32,125.7,-0.124,-0.460,-0.133,0.245,0.0073,STILL,2
15:44:32,125.4,-0.123,-0.458,-0.135,0.244,0.0025,STILL,2
15:44:32,125.3,-0.108,-0.453,-0.134,0.235,0.0164,RIGHT,2
15:44:32,125.4,-0.095,-0.451,-0.136,0.231,0.0138,RIGHT,2
15:44:32,124.8,-0.091,-0.455,-0.135,0.234,0.0059,STILL,2
15:44:32,123.9,-0.089,-0.466,-0.127,0.241,0.0135,BACK,2
15:44:32,121.8,-0.089,-0.472,-0.121,0.245,0.0081,STILL,2
15:44:32,123.4,-0.094,-0.474,-0.123,0.249,0.0058,STILL,2
15:44:32,122.9,-0.103,-0.477,-0.125,0.254,0.0101,LEFT,2
15:44:32,123.0,-0.108,-0.478,-0.126,0.256,0.0047,STILL,2
15:44:32,122.3,-0.107,-0.476,-0.135,0.257,0.0093,STILL,2
15:44:32,122.7,-0.103,-0.477,-0.139,0.258,0.0057,STILL,2
15:44:32,122.7,-0.104,-0.483,-0.137,0.263,0.0064,STILL,2
15:44:32,121.9,-0.105,-0.487,-0.129,0.265,0.0090,STILL,2
15:44:32,120.1,-0.108,-0.488,-0.123,0.265,0.0064,STILL,2
15:44:32,120.5,-0.121,-0.488,-0.117,0.266,0.0145,LEFT,2
15:44:32,121.4,-0.131,-0.483,-0.118,0.264,0.0111,LEFT,2
15:44:32,122.1,-0.137,-0.477,-0.125,0.262,0.0114,DOWN,2
15:44:32,121.3,-0.142,-0.470,-0.129,0.258,0.0089,STILL,2
15:44:32,122.7,-0.137,-0.457,-0.133,0.245,0.0152,FORWARD,2
15:44:32,123.2,-0.134,-0.450,-0.130,0.238,0.0077,STILL,2
15:44:32,123.0,-0.134,-0.439,-0.122,0.225,0.0140,FORWARD,2
15:44:32,121.6,-0.129,-0.432,-0.113,0.216,0.0120,UP,2
15:44:32,122.9,-0.134,-0.435,-0.114,0.220,0.0059,STILL,2
15:44:32,124.0,-0.144,-0.444,-0.116,0.231,0.0133,LEFT,2
15:44:32,123.7,-0.157,-0.458,-0.117,0.248,0.0195,BACK,2
15:44:32,123.2,-0.160,-0.473,-0.117,0.262,0.0144,BACK,2
15:44:32,125.3,-0.150,-0.487,-0.122,0.274,0.0180,BACK,2
15:44:32,126.0,-0.128,-0.499,-0.128,0.282,0.0263,RIGHT,2
15:44:32,124.3,-0.113,-0.509,-0.141,0.292,0.0216,RIGHT,2
15:44:32,124.4,-0.113,-0.517,-0.151,0.303,0.0127,DOWN,2
15:44:32,123.6,-0.117,-0.519,-0.147,0.305,0.0062,STILL,2
15:44:32,123.4,-0.107,-0.521,-0.138,0.302,0.0136,RIGHT,2
15:44:32,121.6,-0.092,-0.524,-0.126,0.299,0.0194,RIGHT,2
15:44:32,122.9,-0.098,-0.531,-0.118,0.305,0.0125,UP,2
15:44:32,123.8,-0.123,-0.534,-0.108,0.312,0.0270,LEFT,2
15:44:32,124.4,-0.152,-0.530,-0.092,0.313,0.0326,LEFT,2
15:44:32,124.4,-0.153,-0.526,-0.080,0.307,0.0127,UP,2
15:44:32,124.7,-0.131,-0.523,-0.072,0.296,0.0237,RIGHT,2
15:44:32,124.9,-0.087,-0.518,-0.076,0.282,0.0445,RIGHT,2
15:44:32,125.6,-0.074,-0.517,-0.088,0.281,0.0175,RIGHT,2
15:44:32,124.0,-0.092,-0.517,-0.085,0.283,0.0184,LEFT,2
15:44:32,124.1,-0.098,-0.517,-0.067,0.281,0.0194,UP,2
15:44:32,122.1,-0.066,-0.514,-0.052,0.272,0.0350,RIGHT,2
